,Date,AQI
301,2016-08-14,240.0
302,2016-08-15,220.0
303,2016-08-16,460.0
304,2016-08-17,341.0
305,2016-08-18,216.0
306,2016-08-19,174.0
307,2016-08-20,252.0
308,2016-08-21,283.0
309,2016-08-22,282.0
310,2016-08-23,189.0
311,2016-08-24,204.0
312,2016-08-25,207.0
313,2016-08-26,218.0
314,2016-08-27,243.0
315,2016-08-28,219.0
316,2016-08-29,247.0
317,2016-08-30,235.0
318,2016-08-31,234.0
319,2016-09-01,217.0
320,2016-09-02,222.0
321,2016-09-03,241.0
322,2016-09-04,225.0
323,2016-09-05,241.0
324,2016-09-06,237.0
325,2016-09-07,251.0
326,2016-09-08,220.0
327,2016-09-09,221.0
328,2016-09-10,226.0
329,2016-09-11,208.0
330,2016-09-12,190.0
331,2016-09-13,250.0
332,2016-09-14,280.0
333,2016-09-15,306.0
334,2016-09-16,249.0
335,2016-09-17,213.0
336,2016-09-18,135.0
337,2016-09-22,268.0
338,2016-09-23,267.0
339,2016-09-24,216.0
340,2016-09-25,212.0
341,2016-09-26,214.0
342,2016-09-27,222.0
343,2016-09-28,216.0
344,2016-09-29,236.0
345,2016-09-30,225.0
346,2016-10-01,231.0
347,2016-10-02,298.0
348,2016-10-03,267.0
349,2016-10-04,236.0
350,2016-10-06,301.0
351,2016-10-07,311.0
352,2016-10-08,313.0
353,2016-10-09,267.0
354,2016-10-10,232.0
355,2016-10-11,229.0
356,2016-10-12,227.0
357,2016-10-13,236.0
358,2016-10-14,326.0
359,2016-10-15,395.0
361,2016-10-17,423.0
362,2016-10-18,315.0
363,2016-10-19,213.0
364,2016-10-20,263.0
365,2016-10-21,355.0
366,2016-10-22,362.0
367,2016-10-23,236.0
368,2016-10-24,192.0
369,2016-10-25,230.0
370,2016-10-26,278.0
371,2016-10-27,390.0
373,2016-10-29,472.0
374,2016-10-30,457.0
376,2016-11-01,420.0
377,2016-11-02,417.0
378,2016-11-03,390.0
379,2016-11-04,361.0
380,2017-10-11,105.0
381,2017-10-21,319.0
382,2017-10-22,146.0
383,2017-10-23,80.0
384,2017-10-24,102.0
385,2017-10-25,459.0
392,2017-11-05,498.0
403,2017-11-16,195.0
404,2017-11-17,291.0
405,2017-11-18,313.0
406,2017-11-19,333.0
407,2017-11-20,338.0
408,2017-11-21,371.0
409,2017-11-22,463.0
410,2017-11-23,419.0
419,2017-12-02,330.0
420,2017-12-03,205.0
421,2017-12-04,164.0
422,2017-12-05,187.0
423,2017-12-06,149.0
424,2017-12-07,215.0
425,2017-12-08,284.0
426,2017-12-09,167.0
427,2017-12-10,337.0
429,2017-12-12,295.0
431,2017-12-14,400.0
432,2017-12-15,250.0
433,2017-12-16,232.0
434,2017-12-17,174.0
435,2017-12-18,198.0
436,2017-12-19,340.0
437,2017-12-20,355.0
438,2017-12-21,246.0
439,2017-12-22,216.0
440,2017-12-23,306.0
444,2017-12-27,404.0
447,2017-12-30,474.0
448,2017-12-31,343.0
449,2018-01-01,278.0
450,2018-01-02,256.0
451,2018-01-03,300.0
457,2018-01-09,216.0
458,2018-01-10,316.0
461,2018-01-13,421.0
469,2018-01-22,384.0
470,2018-01-23,332.0
475,2018-01-28,430.0
480,2018-02-02,433.0
489,2018-02-11,471.0
490,2018-02-12,488.0
491,2018-02-13,471.0
492,2018-02-14,172.0
493,2018-02-15,390.0
502,2018-02-26,460.0
505,2018-03-01,291.0
506,2018-03-02,132.0
507,2018-03-03,212.0
523,2018-03-19,301.0
525,2018-03-21,414.0
526,2018-03-22,484.0
533,2018-03-29,308.0
538,2018-04-03,498.0
539,2018-04-04,265.0
542,2018-04-07,304.0
544,2018-04-09,403.0
546,2018-04-11,392.0
547,2018-04-12,414.0
548,2018-04-13,442.0
549,2018-04-14,438.0
555,2018-04-20,274.0
556,2018-04-21,210.0
557,2018-04-22,478.0
558,2018-04-23,465.0
564,2018-04-29,219.0
565,2018-04-30,328.0
566,2018-05-01,351.0
567,2018-05-02,286.0
568,2018-05-03,337.0
569,2018-05-04,249.0
570,2018-05-05,376.0
571,2018-05-06,415.0
572,2018-05-07,228.0
573,2018-05-08,266.0
574,2018-05-09,257.0
575,2018-05-10,409.0
577,2018-05-12,222.0
578,2018-05-13,332.0
579,2018-05-14,272.0
580,2018-05-15,232.0
581,2018-05-16,247.0
582,2018-05-17,254.0
583,2018-05-18,236.0
584,2018-05-19,273.0
585,2018-05-20,273.0
586,2018-05-21,256.0
587,2018-05-22,217.0
588,2018-05-23,291.0
589,2018-05-24,314.0
590,2018-05-25,355.0
593,2018-05-28,366.0
594,2018-05-29,404.0
595,2018-06-01,355.0
596,2018-06-02,338.0
597,2018-06-03,351.0
598,2018-06-04,280.0
599,2018-06-05,297.0
600,2018-06-06,319.0
601,2018-06-07,247.0
602,2018-06-08,321.0
603,2018-06-09,319.0
604,2018-06-10,345.0
605,2018-06-11,492.0
606,2018-06-12,491.0
610,2018-06-16,492.0
612,2018-06-18,497.0
613,2018-06-19,433.0
614,2018-06-20,484.0
615,2018-06-21,471.0
617,2018-06-23,495.0
618,2018-06-24,486.0
622,2018-06-28,413.0
623,2018-06-29,421.0
624,2018-06-30,400.0
625,2018-07-01,361.0
626,2018-07-02,385.0
627,2018-07-03,428.0
628,2018-07-04,440.0
631,2018-07-07,365.0
632,2018-07-08,336.0
633,2018-07-09,377.0
634,2018-07-10,442.0
635,2018-07-11,421.0
636,2018-07-12,428.0
637,2018-07-13,472.0
638,2018-07-14,478.0
639,2018-07-15,422.0
640,2018-07-16,347.0
641,2018-07-17,461.0
642,2018-07-18,447.0
643,2018-07-19,486.0
646,2018-07-22,485.0
647,2018-07-23,488.0
650,2018-07-26,474.0
651,2018-07-27,458.0
652,2018-07-28,428.0
653,2018-07-29,429.0
654,2018-07-30,461.0
655,2018-07-31,450.0
656,2018-08-01,453.0
657,2018-08-02,459.0
658,2018-08-03,468.0
659,2018-08-04,424.0
660,2018-08-05,366.0
661,2018-08-06,465.0
662,2018-08-07,434.0
663,2018-08-08,470.0
664,2018-08-09,455.0
665,2018-08-10,489.0
666,2018-08-11,431.0
667,2018-08-12,402.0
668,2018-08-13,469.0
669,2018-08-14,476.0
670,2018-08-15,459.0
671,2018-08-16,342.0
672,2018-08-17,311.0
673,2018-08-18,467.0
674,2018-08-19,429.0
675,2018-08-20,490.0
676,2018-08-21,445.0
677,2018-08-22,499.0
678,2018-08-23,482.0
681,2018-08-26,482.0
683,2018-08-28,491.0
684,2018-08-29,460.0
688,2018-09-02,440.0
695,2018-09-12,447.0
696,2018-09-13,477.0
697,2018-09-14,481.0
698,2018-09-15,500.0
705,2018-09-22,493.0
706,2018-09-23,410.0
707,2018-09-24,398.0
708,2018-09-25,457.0
709,2018-09-26,428.0
710,2018-09-27,413.0
716,2018-10-03,483.0
717,2018-10-04,379.0
718,2018-10-05,214.0
727,2018-10-14,403.0
728,2018-10-15,427.0
731,2018-10-18,487.0
732,2018-10-19,453.0
740,2018-10-27,161.0
770,2018-11-26,413.0
771,2018-11-27,415.0
772,2018-11-28,228.0
773,2018-11-29,392.0
777,2018-12-03,488.0
782,2018-12-08,423.0
783,2018-12-09,417.0
787,2018-12-13,336.0
788,2018-12-14,275.0
789,2018-12-15,191.0
790,2018-12-16,172.0
791,2018-12-17,198.0
792,2018-12-18,381.0
798,2018-12-24,355.0
799,2018-12-25,370.0
800,2018-12-26,448.0
803,2018-12-29,379.0
804,2018-12-30,396.0
812,2019-01-07,236.0
813,2019-01-08,313.0
814,2019-01-09,471.0
819,2019-01-14,407.0
820,2019-01-15,172.0
821,2019-01-16,116.0
829,2019-01-24,464.0
830,2019-01-25,302.0
831,2019-01-26,260.0
832,2019-01-27,430.0
833,2019-01-28,477.0
834,2019-01-29,491.0
835,2019-01-30,470.0
838,2019-02-02,334.0
839,2019-02-03,346.0
842,2019-02-06,254.0
843,2019-02-07,308.0
844,2019-02-08,290.0
845,2019-02-09,340.0
846,2019-02-10,492.0
847,2019-02-11,343.0
851,2019-02-15,489.0
852,2019-02-16,373.0
858,2019-02-22,403.0
859,2019-02-23,253.0
862,2019-02-26,467.0
863,2019-02-27,296.0
864,2019-02-28,307.0
865,2019-03-01,350.0
866,2019-03-02,318.0
867,2019-03-03,338.0
868,2019-03-04,276.0
869,2019-03-05,286.0
870,2019-03-06,461.0
874,2019-03-10,280.0
875,2019-03-11,310.0
878,2019-03-14,262.0
879,2019-03-15,428.0
881,2019-03-17,321.0
882,2019-03-18,353.0
885,2019-03-21,380.0
889,2019-03-25,402.0
890,2019-03-26,404.0
895,2019-03-31,471.0
896,2019-04-01,353.0
901,2019-04-06,420.0
903,2019-04-08,472.0
904,2019-04-09,493.0
908,2019-04-13,395.0
909,2019-04-14,406.0
911,2019-04-16,428.0
912,2019-04-17,392.0
913,2019-04-18,274.0
914,2019-04-19,354.0
915,2019-04-20,419.0
922,2019-04-30,255.0
925,2019-05-03,315.0
926,2019-05-04,326.0
927,2019-05-05,449.0
928,2019-05-06,455.0
929,2019-05-07,398.0
930,2019-05-08,346.0
931,2019-05-09,291.0
932,2019-05-15,281.0
933,2019-05-16,330.0
934,2019-05-17,356.0
935,2019-05-18,359.0
938,2019-05-21,321.0
939,2019-05-22,270.0
940,2019-05-23,323.0
941,2019-05-24,344.0
942,2019-05-25,404.0
944,2019-05-27,435.0
945,2019-05-28,440.0
946,2019-05-29,374.0
948,2019-05-31,360.0
949,2019-06-01,467.0
950,2019-06-02,402.0
951,2019-06-03,419.0
952,2019-06-04,408.0
953,2019-06-05,402.0
954,2019-06-06,303.0
955,2019-06-07,354.0
956,2019-06-08,358.0
957,2019-06-09,324.0
958,2019-06-10,360.0
959,2019-06-11,348.0
960,2019-06-12,333.0
961,2019-06-13,321.0
962,2019-06-14,338.0
963,2019-06-15,369.0
964,2019-06-16,397.0
965,2019-06-17,414.0
966,2019-06-18,363.0
967,2019-06-19,371.0
969,2019-06-21,348.0
970,2019-06-22,184.0
971,2019-06-23,328.0
972,2019-06-24,440.0
973,2019-06-25,411.0
974,2019-06-26,469.0
975,2019-06-27,436.0
978,2019-06-30,465.0
979,2019-07-01,486.0
980,2019-07-02,446.0
981,2019-07-03,426.0
984,2019-07-06,491.0
985,2019-07-07,451.0
987,2019-07-09,491.0
990,2019-07-12,490.0
992,2019-07-14,469.0
993,2019-07-15,455.0
994,2019-07-16,488.0
996,2019-07-18,466.0
997,2019-07-19,429.0
998,2019-07-20,459.0
999,2019-07-21,385.0
1000,2019-07-22,309.0
1002,2019-07-24,482.0
1004,2019-07-26,469.0
1005,2019-07-27,413.0
1006,2019-07-28,478.0
1008,2019-07-30,461.0
1011,2019-08-03,492.0
1012,2019-08-04,464.0
1013,2019-08-05,477.0
1017,2019-08-09,448.0
1018,2019-08-10,440.0
1019,2019-08-11,452.0
1021,2019-08-13,467.0
1022,2019-08-14,492.0
1023,2019-08-15,471.0
1025,2019-08-17,473.0
1028,2019-08-20,466.0
1029,2019-08-21,465.0
1030,2019-08-22,462.0
1032,2019-08-24,385.0
1033,2019-08-25,360.0
1036,2019-08-28,434.0
1039,2019-08-31,464.0
1040,2019-09-01,420.0
1041,2019-09-02,419.0
1042,2019-09-03,447.0
1043,2019-09-04,401.0
1044,2019-09-05,446.0
1045,2019-09-06,432.0
1046,2019-09-07,454.0
1047,2019-09-08,408.0
1048,2019-09-09,381.0
1049,2019-09-10,468.0
1052,2019-09-16,495.0
1056,2019-09-20,314.0
1057,2019-09-21,386.0
1058,2019-09-22,356.0
1059,2019-09-23,398.0
1060,2019-09-24,476.0
1062,2019-09-26,427.0
1063,2019-09-27,466.0
1064,2019-09-28,438.0
1065,2019-09-29,432.0
1066,2019-09-30,322.0
1067,2019-10-01,266.0
1068,2019-10-02,430.0
1084,2019-10-19,318.0
1085,2019-10-20,228.0
1086,2019-10-21,225.0
1087,2019-10-22,258.0
1088,2019-10-23,249.0
1089,2019-10-24,270.0
1090,2019-10-25,334.0
1091,2019-10-26,273.0
1092,2019-10-27,199.0
1093,2019-10-28,212.0
1094,2019-10-29,200.0
1095,2019-10-30,305.0
1097,2019-11-01,362.0
1098,2019-11-02,275.0
1099,2019-11-03,351.0
1101,2019-11-05,346.0
1103,2019-11-07,358.0
1104,2019-11-08,316.0
1105,2019-11-09,358.0
1106,2019-11-10,282.0
1107,2019-11-11,289.0
1110,2019-11-14,415.0
1111,2019-11-15,411.0
1112,2019-11-16,433.0
1118,2019-11-22,356.0
1119,2019-11-23,477.0
1120,2019-11-24,443.0
1121,2019-11-25,378.0
1122,2019-11-26,441.0
1123,2019-11-27,411.0
1124,2019-11-28,236.0
1125,2019-11-29,212.0
1126,2019-11-30,199.0
1127,2019-12-01,248.0
1128,2019-12-02,192.0
1129,2019-12-03,134.0
1130,2019-12-04,140.0
1131,2019-12-05,197.0
1132,2019-12-06,344.0
1133,2019-12-07,276.0
1134,2019-12-08,293.0
1135,2019-12-09,329.0
1136,2019-12-10,458.0
1139,2019-12-13,242.0
1140,2019-12-14,157.0
1141,2019-12-15,177.0
1142,2019-12-16,145.0
1143,2019-12-17,237.0
1144,2019-12-18,231.0
1145,2019-12-19,391.0
1147,2019-12-21,206.0
1148,2019-12-22,170.0
1149,2019-12-23,113.0
1150,2019-12-24,113.0
1151,2019-12-25,166.0
1152,2019-12-26,216.0
1153,2019-12-27,381.0
1154,2019-12-28,288.0
1155,2019-12-29,398.0
1157,2019-12-31,385.0
1158,2020-01-01,216.0
1159,2020-01-02,162.0
1160,2020-01-03,220.0
1161,2020-01-04,254.0
1162,2020-01-05,255.0
1163,2020-01-06,175.0
1164,2020-01-07,285.0
1165,2020-01-08,157.0
1166,2020-01-09,129.0
1167,2020-01-10,129.0
1168,2020-01-11,114.0
1169,2020-01-12,212.0
1170,2020-01-13,368.0
1171,2020-01-14,189.0
1172,2020-01-15,142.0
1173,2020-01-16,152.0
1174,2020-01-17,334.0
1176,2020-01-19,375.0
1177,2020-01-20,384.0
1179,2020-01-22,449.0
1180,2020-01-23,483.0
1181,2020-01-28,289.0
1182,2020-01-29,204.0
1185,2020-02-01,483.0
1186,2020-02-02,336.0
1187,2020-02-03,272.0
1190,2020-02-06,387.0
1191,2020-02-07,322.0
1193,2020-02-09,215.0
1194,2020-02-10,223.0
1195,2020-02-11,340.0
1196,2020-02-12,475.0
1198,2020-02-14,412.0
1199,2020-02-15,480.0
1200,2020-02-16,388.0
1204,2020-02-20,493.0
1205,2020-02-21,407.0
1206,2020-02-22,168.0
1207,2020-02-23,219.0
1208,2020-02-24,282.0
1213,2020-02-29,421.0
1214,2020-03-01,475.0
1216,2020-03-03,460.0
1217,2020-03-04,246.0
1218,2020-03-05,261.0
1219,2020-03-06,308.0
1220,2020-03-07,359.0
1221,2020-03-08,325.0
1222,2020-03-09,170.0
1223,2020-03-10,116.0
1224,2020-03-11,152.0
1225,2020-03-12,218.0
1226,2020-03-13,302.0
1227,2020-03-14,170.0
1228,2020-03-15,215.0
1229,2020-03-16,222.0
1230,2020-03-17,310.0
1231,2020-03-18,487.0
1233,2020-03-21,296.0
1234,2020-03-22,180.0
1235,2020-03-23,247.0
1236,2020-03-24,135.0
1237,2020-03-25,195.0
1238,2020-03-26,216.0
1239,2020-03-27,193.0
1240,2020-03-28,160.0
1241,2020-03-29,125.0
1242,2020-03-30,140.0
1243,2020-03-31,145.0
1244,2020-04-01,153.0
1245,2020-04-02,164.0
1246,2020-04-03,173.0
1247,2020-04-04,182.0
1248,2020-04-05,152.0
1249,2020-04-06,145.0
1250,2020-04-07,159.0
1251,2020-04-08,183.0
1252,2020-04-09,168.0
1253,2020-04-10,113.0
1254,2020-04-11,89.0
1255,2020-04-12,101.0
1256,2020-04-13,95.0
1257,2020-04-14,89.0
1258,2020-04-15,88.0
1259,2020-04-16,95.0
1260,2020-04-17,92.0
1261,2020-04-18,96.0
1262,2020-04-19,99.0
1263,2020-04-20,86.0
1264,2020-04-21,87.0
1265,2020-04-22,101.0
1266,2020-04-23,106.0
1267,2020-04-24,110.0
1268,2020-04-25,98.0
1269,2020-04-26,101.0
1270,2020-04-27,117.0
1271,2020-04-28,130.0
1272,2020-04-29,122.0
1273,2020-04-30,128.0
1274,2020-05-01,128.0
1275,2020-05-02,131.0
1276,2020-05-03,121.0
1277,2020-05-04,130.0
1278,2020-05-05,143.0
1279,2020-05-06,146.0
1280,2020-05-07,135.0
1281,2020-05-08,127.0
1282,2020-05-09,122.0
1283,2020-05-10,125.0
1284,2020-05-11,125.0
1285,2020-05-12,135.0
1286,2020-05-13,117.0
1287,2020-05-14,127.0
1288,2020-05-15,125.0
1289,2020-05-16,136.0
1290,2020-05-17,137.0
1291,2020-05-18,133.0
1292,2020-05-19,133.0
1293,2020-05-20,132.0
1294,2020-05-21,130.0
1295,2020-05-22,142.0
1296,2020-05-23,135.0
1297,2020-05-24,140.0
1298,2020-05-25,126.0
1299,2020-05-26,126.0
1300,2020-05-27,123.0
1301,2020-05-28,117.0
1302,2020-05-29,126.0
1303,2020-05-30,112.0
1304,2020-05-31,104.0
1305,2020-06-01,126.0
1306,2020-06-02,152.0
1307,2020-06-04,101.0
1308,2020-06-05,92.0
1309,2020-06-06,95.0
1310,2020-06-07,93.0
1311,2020-06-08,97.0
1312,2020-06-09,84.0
1313,2020-06-10,101.0
1314,2020-06-11,92.0
1315,2020-06-12,105.0
1316,2020-06-13,98.0
1317,2020-06-14,96.0
1318,2020-06-15,96.0
1319,2020-06-16,80.0
1320,2020-06-17,95.0
1321,2020-06-19,108.0
1322,2020-06-20,124.0
1323,2020-06-21,106.0
1324,2020-06-22,75.0
1325,2020-06-23,85.0
1326,2020-06-24,91.0
1327,2020-06-25,95.0
1328,2020-06-26,93.0
1329,2020-06-27,92.0
1330,2020-06-28,82.0
1331,2020-06-29,74.0
1332,2020-06-30,98.0
1333,2020-07-01,119.0
