,Date,AQI
108,2020-01-04,205.0
109,2020-01-05,213.0
110,2020-01-06,105.0
111,2020-01-07,114.0
112,2020-01-08,153.0
113,2020-01-09,174.0
114,2020-01-10,120.0
115,2020-01-11,115.0
116,2020-01-12,124.0
117,2020-01-13,146.0
118,2020-01-14,147.0
119,2020-01-15,200.0
122,2020-01-18,193.0
123,2020-01-19,137.0
124,2020-01-20,107.0
125,2020-01-21,104.0
126,2020-01-22,147.0
127,2020-01-23,141.0
128,2020-01-24,133.0
129,2020-01-25,151.0
130,2020-01-26,184.0
131,2020-01-27,123.0
132,2020-01-28,162.0
133,2020-01-29,120.0
134,2020-01-30,118.0
135,2020-01-31,111.0
136,2020-02-01,99.0
137,2020-02-02,94.0
138,2020-02-03,94.0
139,2020-02-04,115.0
140,2020-02-05,121.0
141,2020-02-06,124.0
142,2020-02-07,114.0
143,2020-02-08,119.0
144,2020-02-09,109.0
145,2020-02-10,112.0
146,2020-02-11,123.0
147,2020-02-12,122.0
148,2020-02-13,185.0
149,2020-02-14,155.0
150,2020-02-15,151.0
151,2020-02-16,149.0
152,2020-02-17,120.0
153,2020-02-18,136.0
154,2020-02-19,121.0
155,2020-02-20,137.0
156,2020-02-21,127.0
157,2020-02-22,141.0
158,2020-02-23,143.0
159,2020-02-24,138.0
160,2020-02-25,117.0
161,2020-02-26,137.0
162,2020-02-27,152.0
163,2020-02-28,141.0
164,2020-02-29,134.0
165,2020-03-01,149.0
166,2020-03-02,122.0
167,2020-03-03,111.0
168,2020-03-04,128.0
169,2020-03-05,129.0
170,2020-03-06,134.0
171,2020-03-07,126.0
172,2020-03-08,108.0
173,2020-03-09,88.0
174,2020-03-10,96.0
175,2020-03-11,87.0
176,2020-03-12,94.0
177,2020-03-13,98.0
178,2020-03-14,126.0
179,2020-03-15,126.0
180,2020-03-16,133.0
181,2020-03-17,124.0
182,2020-03-18,109.0
183,2020-03-19,110.0
184,2020-03-20,121.0
185,2020-03-21,118.0
186,2020-03-22,138.0
187,2020-03-23,106.0
188,2020-03-24,118.0
189,2020-03-25,96.0
190,2020-03-26,82.0
191,2020-03-27,58.0
192,2020-03-28,37.0
193,2020-04-08,102.0
194,2020-04-09,104.0
195,2020-04-10,100.0
196,2020-04-11,98.0
197,2020-04-12,99.0
198,2020-04-13,95.0
199,2020-04-14,106.0
200,2020-04-15,104.0
201,2020-04-16,109.0
202,2020-04-17,111.0
203,2020-04-18,120.0
204,2020-04-19,110.0
205,2020-04-20,130.0
206,2020-04-21,118.0
207,2020-04-22,117.0
208,2020-04-23,122.0
209,2020-04-24,110.0
210,2020-04-25,118.0
211,2020-04-26,126.0
212,2020-04-27,121.0
213,2020-04-28,111.0
214,2020-04-29,159.0
215,2020-04-30,127.0
216,2020-05-01,102.0
217,2020-05-02,103.0
218,2020-05-03,82.0
219,2020-05-04,104.0
220,2020-05-05,109.0
221,2020-05-06,114.0
222,2020-05-07,96.0
223,2020-05-08,103.0
224,2020-05-09,95.0
225,2020-05-10,99.0
226,2020-05-11,127.0
227,2020-05-12,109.0
228,2020-05-13,116.0
229,2020-05-14,107.0
230,2020-05-15,110.0
231,2020-05-16,112.0
232,2020-05-17,117.0
233,2020-05-18,98.0
234,2020-05-19,128.0
235,2020-05-20,115.0
236,2020-05-21,135.0
237,2020-05-22,92.0
238,2020-05-23,89.0
239,2020-05-24,71.0
240,2020-05-25,56.0
241,2020-05-26,80.0
242,2020-05-27,98.0
243,2020-05-28,111.0
244,2020-05-29,110.0
245,2020-05-30,116.0
246,2020-05-31,134.0
247,2020-06-01,120.0
248,2020-06-02,89.0
249,2020-06-03,64.0
250,2020-06-04,75.0
251,2020-06-05,70.0
252,2020-06-06,66.0
253,2020-06-07,78.0
254,2020-06-08,76.0
255,2020-06-09,73.0
256,2020-06-10,68.0
257,2020-06-11,65.0
258,2020-06-12,79.0
259,2020-06-13,67.0
260,2020-06-14,67.0
261,2020-06-15,84.0
262,2020-06-16,90.0
263,2020-06-17,87.0
264,2020-06-18,86.0
265,2020-06-19,81.0
266,2020-06-20,72.0
267,2020-06-21,59.0
268,2020-06-22,67.0
269,2020-06-23,52.0
270,2020-06-24,64.0
271,2020-06-25,55.0
272,2020-06-26,60.0
273,2020-06-27,66.0
274,2020-06-28,55.0
275,2020-06-29,56.0
276,2020-06-30,59.0
277,2020-07-01,69.0
